"Gender","Age","Education","Social_media_use","Political Label","CMQ","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","CRT","Accuracy_False","Accuracy_True","Sharing_False","Sharing_True","Confidence_False","Confidence_True","Condition"
1,5,3,2,2,3.6,3.5,4.5,5,1,3.5,3,2.83333333333333,3.30833333333333,3.075,3.25,2.60833333333333,3.03333333333333,"Context"
2,4,2,2,5,4,3.5,1,4.5,5,3,6,3.05833333333333,4,1.15,1.15,2.6,3.53333333333333,"Context"
2,4,2,2,4,3.2,3,4,4,2,2,5,2.53333333333333,3.65,1,1,3.175,3.2,"Context"
2,2,4,2,2,2.2,1.5,2,3,2.5,5,6,1.78333333333333,3.85,1,1.25,3.875,2.70833333333333,"Context"
1,6,5,1,2,1.8,2.5,5,2.5,4,4,2,2.35,3.39166666666667,1.25,1.9,3.51666666666667,3.60833333333333,"Context"
2,2,3,3,5,4.8,1,1.5,4,4,5,6,2.21666666666667,3.65,1,1,3.46666666666667,2.48333333333333,"Context"
1,5,3,1,1,2,1,3.5,3,1,5,4,1.79166666666667,3.76666666666667,1,1,4.625,3.95,"Context"
1,2,3,3,1,2.4,1,4.5,3.5,4.5,5,3,2.1,2.94166666666667,1.26666666666667,2.19166666666667,3.84166666666667,3.65833333333333,"Context"
1,3,2,2,1,3.6,3.5,2,3.5,2.5,3.5,4,2.53333333333333,3.375,1.39166666666667,1.7,3.45833333333333,2.79166666666667,"Context"
2,4,3,1,2,2.8,3,4,4,2,3,5,1.4,3.48333333333333,1,1.1,4.25,3.53333333333333,"Context"
1,2,5,1,2,2.8,2.5,3,4.5,1.5,4,7,1.96666666666667,3.39166666666667,1,1,2.175,1.81666666666667,"Context"
1,5,5,1,3,4,2,5,5,1.5,5,6,2.23333333333333,3.925,1.70833333333333,2.425,4.21666666666667,3.54166666666667,"Context"
2,3,3,1,4,2.8,1,2,4.5,3,4.5,5,2.59166666666667,3.425,1.09166666666667,1.275,2.94166666666667,2.875,"Context"
2,5,3,4,1,1,2,3,2.5,3,3,0,1.41666666666667,3.7,1.16666666666667,1.91666666666667,4.58333333333333,3.01666666666667,"Context"
1,3,5,2,1,4.2,4,4.5,4.5,1.5,3.5,6,1.89166666666667,3.89166666666667,2.33333333333333,3.38333333333333,3.96666666666667,3.74166666666667,"Context"
1,2,3,5,2,3.4,1.5,3,3.5,3,5,4,1.425,3.49166666666667,1.20833333333333,3.13333333333333,4.78333333333333,4.49166666666667,"Context"
1,6,4,5,1,2.4,1,3,5,5,5,6,2.16666666666667,3.875,2.28333333333333,3.25,4.19166666666667,3.9,"Context"
1,5,3,1,2,4.4,2,3,4,2.5,3,6,2.7,3.90833333333333,1,1,4.28333333333333,3.90833333333333,"Context"
1,2,4,1,2,1.4,1,5,5,1,5,1,2.6,3.85833333333333,1.69166666666667,1.8,4.86666666666667,4.85833333333333,"Context"
1,2,3,3,3,3.6,3,2.5,4.5,3.5,3.5,5,3.05833333333333,3.30833333333333,2.45833333333333,2.59166666666667,3.125,3.275,"Context"
2,3,2,3,3,5,1,5,5,1.5,4.5,7,1.63333333333333,4.21666666666667,1.29166666666667,2.88333333333333,4.34166666666667,3.85833333333333,"Context"
1,2,3,5,1,3.6,2.5,4.5,2,3,1.5,1,1.84166666666667,4.01666666666667,1,1,3.79166666666667,2.89166666666667,"Context"
2,2,3,2,1,4,3,4,4,3,3.5,3,1.73333333333333,3.86666666666667,1.475,2.1,3.675,2.98333333333333,"Context"
2,1,2,2,4,4.4,3,3,4.5,4,4,3,3.05833333333333,3.94166666666667,2.2,2.45833333333333,2.81666666666667,2.825,"Context"
2,3,4,2,4,4.8,3.5,3.5,4,2.5,3.5,5,2.075,3.7,1.16666666666667,1.275,3.86666666666667,3.05,"Context"
2,6,4,1,2,2.6,2,4,4,1.5,3.5,6,1.41666666666667,3.49166666666667,1.39166666666667,2.11666666666667,4.31666666666667,3.29166666666667,"Context"
1,1,3,5,2,3.6,2.5,3.5,3.5,3.5,3.5,6,3.90833333333333,3.73333333333333,3.45833333333333,3.425,3.55833333333333,3.46666666666667,"Context"
1,4,3,2,2,4.4,2.5,1.5,5,1,4.5,6,2.30833333333333,3.325,2.28333333333333,2.125,3.50833333333333,2.89166666666667,"Context"
1,5,3,2,4,3,1.5,4.5,4.5,1,4.5,0,2.34166666666667,3.39166666666667,4,4,4,3.95833333333333,"Context"
2,6,3,5,1,4.2,3,5,4,2,4.5,5,2.50833333333333,3.08333333333333,2.125,2.06666666666667,3.925,3.88333333333333,"Context"
2,4,3,1,2,3.2,3,3,5,3,4,5,3,3.29166666666667,1.78333333333333,2.075,3.56666666666667,3.4,"Context"
1,4,3,1,4,2,2.5,4,3,1.5,2,7,1.59166666666667,3.16666666666667,1,1,3.78333333333333,2.65,"Context"
2,6,2,1,1,5,2,2,2.5,1.5,5,1,3.20833333333333,3.44166666666667,1,1,1.98333333333333,1.45,"Context"
2,2,2,2,2,1.6,3,2.5,3,4,2.5,6,1.79166666666667,3.76666666666667,1.16666666666667,1.90833333333333,3.275,3.14166666666667,"Context"
2,2,3,3,5,4.4,3,3.5,4,3,3,3,3.10833333333333,3.19166666666667,3.10833333333333,3.19166666666667,3.10833333333333,3.19166666666667,"Context"
2,5,3,2,4,3.8,2,3,3.5,2,4,5,1.925,3.30833333333333,1.46666666666667,1.39166666666667,3.4,3.36666666666667,"Context"
2,6,2,3,2,1.8,1.5,5,2.5,4.5,4.5,4,1.76666666666667,3.5,1.26666666666667,1.98333333333333,2.30833333333333,2.31666666666667,"Context"
1,4,2,1,4,1.2,2,3,5,1.5,3.5,5,1.25,2.99166666666667,1,1.15,4.70833333333333,3.34166666666667,"Context"
1,4,3,1,3,1.4,2.5,4,5,2,4,4,1.6,3.20833333333333,1,1,3.29166666666667,2.475,"Context"
2,4,3,3,2,4.8,1.5,4.5,4.5,1,4.5,1,2.74166666666667,3.13333333333333,2.19166666666667,2.625,4.05,3.65833333333333,"Context"
1,3,5,5,4,3.6,3.5,5,4.5,1.5,3,5,2.08333333333333,4.025,2.33333333333333,3.525,2.2,2.66666666666667,"Context"
1,5,3,2,3,4.6,1,1.5,5,1,4.5,3,2.64166666666667,3.61666666666667,3.325,3.39166666666667,4.49166666666667,4.35,"Context"
1,3,3,1,2,1,2,4.5,5,2,5,6,1.6,3.15833333333333,1.16666666666667,2.14166666666667,3.71666666666667,2.85,"Context"
1,3,3,2,3,5,2.5,4.5,4.5,3,3,2,2.93333333333333,3.60833333333333,2.95833333333333,2.46666666666667,2.825,3.13333333333333,"Context"
1,2,3,2,2,4.8,1,3,5,3,5,1,2.63333333333333,4.00833333333333,2.34166666666667,3.50833333333333,4.29166666666667,4.10833333333333,"Context"
1,3,2,2,2,4,3.5,2.5,4.5,1.5,2.5,6,1.675,3.625,1.13333333333333,1.275,4.175,3.40833333333333,"Context"
1,4,2,2,5,5,3,5,5,1,3,3,2.49166666666667,2.58333333333333,3.225,3.15833333333333,3.01666666666667,3.28333333333333,"Context"
2,3,2,1,4,4,1.5,3.5,3.5,2,5,0,2.76666666666667,2.83333333333333,2.625,2.76666666666667,2.7,2.88333333333333,"Context"
1,3,3,3,3,3.2,2.5,2.5,3,3,3,1,3.40833333333333,3.89166666666667,3.35,3.30833333333333,3.25833333333333,3.86666666666667,"Context"
2,3,2,2,1,2.8,2,2,4.5,3.5,4,1,2.36666666666667,3.55,1.825,2.575,3.60833333333333,3.125,"Context"
2,5,3,3,2,3.2,3,4,3,2.5,4,3,2.325,3.53333333333333,1.84166666666667,1.81666666666667,3.41666666666667,2.81666666666667,"Context"
1,3,2,5,3,4.8,2.5,3.5,5,3.5,3.5,0,4.04166666666667,3.90833333333333,3.69166666666667,3.45,4,3.76666666666667,"Context"
1,3,2,2,2,3.8,1.5,3,4.5,1.5,4.5,2,2.08333333333333,2.3,1.1,1.08333333333333,1.75833333333333,2.51666666666667,"Context"
1,5,2,5,4,4.2,2.5,3.5,3,3,2.5,3,2.58333333333333,3.775,3,3,4.34166666666667,4.05,"Context"
1,2,3,4,2,3.8,1,3,5,1.5,4.5,6,2.59166666666667,3.99166666666667,2.475,3.19166666666667,3.98333333333333,4.35,"Context"
1,5,2,1,2,2.8,2,4,3.5,2,3.5,6,1.725,4.29166666666667,1,1,3.85833333333333,2.99166666666667,"Context"
