,num_users,prebunking_effectiveness,nudge_warning_effectiveness,boosting_effectiveness,num_content,content_weight_complexity,content_weight_emotional,avg_effectiveness_personalized,avg_effectiveness_baseline,avg_difference
53,100,0.5,0.6,0.6,100,0.3,0.3,18.19934836092825,16.916018352284063,1.2833300086441888
54,100,0.5,0.6,0.6,100,0.7,0.7,39.97814942432137,36.99470543743172,2.983443986889654
55,100,0.5,0.6,0.6,200,0.5,0.5,24.9249502006004,23.34539741323682,1.5795527873635784
56,100,0.5,0.6,0.6,200,0.7,0.3,26.9869321717486,24.764156813939017,2.222775357809585
57,100,0.5,0.6,0.6,200,0.3,0.7,29.244604316546763,26.899934597776326,2.3446697187704366
58,100,0.5,0.6,0.6,200,0.3,0.3,16.75178753830439,15.290327649878211,1.4614598884261802
59,100,0.5,0.6,0.6,200,0.7,0.7,35.599424761406716,33.2886651849915,2.310759576415215
60,100,0.5,0.6,0.7,100,0.5,0.5,29.717540944694992,26.53690956563019,3.180631379064802
61,100,0.5,0.6,0.7,100,0.7,0.3,26.63413458642087,24.603891800710887,2.0302427857099836
62,100,0.5,0.6,0.7,100,0.3,0.7,28.14771164800629,25.64329208406993,2.504419563936356
63,100,0.5,0.6,0.7,100,0.3,0.3,16.31875,13.900000000000002,2.4187499999999993
64,100,0.5,0.6,0.7,100,0.7,0.7,40.70826306913997,37.21031076848952,3.4979523006504465
65,100,0.5,0.6,0.7,200,0.5,0.5,26.71967518186432,24.35459313144984,2.3650820504144825
66,100,0.5,0.6,0.7,200,0.7,0.3,27.791570045014325,25.137089073796208,2.654480971218117
67,100,0.5,0.6,0.7,200,0.3,0.7,27.44491045869116,24.382531123094335,3.0623793355968267
68,100,0.5,0.6,0.7,200,0.3,0.3,16.283143288913312,14.857810138755324,1.4253331501579891
69,100,0.5,0.6,0.7,200,0.7,0.7,38.93765706220524,34.66556507969293,4.272091982512308
70,100,0.5,0.6,0.8,100,0.5,0.5,30.116798620365287,25.727051814689972,4.3897468056753155
71,100,0.5,0.6,0.8,100,0.7,0.3,26.341091186570008,23.04463945059138,3.2964517359786285
72,100,0.5,0.6,0.8,100,0.3,0.7,29.514223194748357,25.52297592997812,3.9912472647702377
73,100,0.5,0.6,0.8,100,0.3,0.3,18.214650231608697,16.314673785035723,1.8999764465729747
74,100,0.5,0.6,0.8,100,0.7,0.7,37.27209785368105,31.31779367643665,5.954304177244403
75,100,0.5,0.6,0.8,200,0.5,0.5,29.49583886141599,26.130744180436615,3.365094680979375
76,100,0.5,0.6,0.8,200,0.7,0.3,25.708102603271595,22.808860034370824,2.899242568900771
77,100,0.5,0.6,0.8,200,0.3,0.7,30.26360835330366,26.347997261211916,3.915611092091744
78,100,0.5,0.6,0.8,200,0.3,0.3,16.18445707752406,14.485343157493569,1.6991139200304897
79,100,0.5,0.6,0.8,200,0.7,0.7,41.91221857639453,35.76232091225107,6.1498976641434595
80,100,0.5,0.7,0.5,100,0.5,0.5,27.300592602683743,23.99700292895579,3.3035896737279487
81,100,0.5,0.7,0.5,100,0.7,0.3,29.300967538787425,25.02433159672525,4.276635942062175
82,100,0.5,0.7,0.5,100,0.3,0.7,22.025607826212056,19.5223708818875,2.5032369443245557
83,100,0.5,0.7,0.5,100,0.3,0.3,17.432508261113536,14.770247521665938,2.662260739447598
84,100,0.5,0.7,0.5,100,0.7,0.7,39.77133817501978,32.90429280218595,6.867045372833829
85,100,0.5,0.7,0.5,200,0.5,0.5,27.599021399151468,23.777523148865008,3.82149825028646
86,100,0.5,0.7,0.5,200,0.7,0.3,28.611299690729425,25.084860828241684,3.5264388624877405
87,100,0.5,0.7,0.5,200,0.3,0.7,28.337745576146023,25.82694719242023,2.510798383725792
88,100,0.5,0.7,0.5,200,0.3,0.3,16.349253731343282,14.719402985074623,1.629850746268657
89,100,0.5,0.7,0.5,200,0.7,0.7,38.72598584428716,34.80045203116636,3.9255338131208006
90,100,0.5,0.7,0.6,100,0.5,0.5,29.95982109013722,26.662118110833145,3.2977029793040735
91,100,0.5,0.7,0.6,100,0.7,0.3,29.488771603021835,25.846010555728032,3.642761047293803
92,100,0.5,0.7,0.6,100,0.3,0.7,30.81124822981995,26.967428687032168,3.843819542787781
93,100,0.5,0.7,0.6,100,0.3,0.3,18.260244428468727,15.654205607476634,2.6060388209920937
94,100,0.5,0.7,0.6,100,0.7,0.7,40.130906115770095,35.433285607145294,4.6976205086248015
95,100,0.5,0.7,0.6,200,0.5,0.5,27.415680799470938,23.991476228966125,3.4242045705048128
96,100,0.5,0.7,0.6,200,0.7,0.3,29.661786060019363,26.276621490803485,3.3851645692158776
97,100,0.5,0.7,0.6,200,0.3,0.7,28.55820247124595,25.748673574760534,2.809528896485414
98,100,0.5,0.7,0.6,200,0.3,0.3,17.087247756666805,15.389476344946706,1.6977714117200993
99,100,0.5,0.7,0.6,200,0.7,0.7,41.0232927313246,35.3359587263791,5.687334004945505
100,100,0.5,0.7,0.7,100,0.5,0.5,31.943364797334816,26.113270405330375,5.83009439200444
101,100,0.5,0.7,0.7,100,0.7,0.3,29.485791610284167,25.02029769959405,4.465493910690121
102,100,0.5,0.7,0.7,100,0.3,0.7,25.074718369223696,22.530462104375815,2.5442562648478813
103,100,0.5,0.7,0.7,100,0.3,0.3,17.88472964943553,14.583745956294978,3.3009836931405534
104,100,0.5,0.7,0.7,100,0.7,0.7,34.85457063711912,28.774238227146817,6.0803324099723035
105,100,0.5,0.7,0.7,200,0.5,0.5,25.78372535132516,22.283520333991873,3.500205017333286
106,100,0.5,0.7,0.7,200,0.7,0.3,29.677928064535696,25.144052890155884,4.533875174379812
107,100,0.5,0.7,0.7,200,0.3,0.7,29.291055425537987,24.630401278611792,4.660654146926195
108,100,0.5,0.7,0.7,200,0.3,0.3,16.70227438678097,14.208832517510888,2.493441869270084
109,100,0.5,0.7,0.7,200,0.7,0.7,44.19706656637834,36.82211357653253,7.374952989845809
110,100,0.5,0.7,0.8,100,0.5,0.5,27.096681304441727,21.68310416816644,5.413577136275286
111,100,0.5,0.7,0.8,100,0.7,0.3,33.69728401801556,27.610208816705335,6.087075201310224
112,100,0.5,0.7,0.8,100,0.3,0.7,30.34344996455957,25.22069720987177,5.122752754687806
113,100,0.5,0.7,0.8,100,0.3,0.3,16.624107561623845,14.122674448903016,2.5014331127208287
114,100,0.5,0.7,0.8,100,0.7,0.7,40.6030032848428,34.426325668700144,6.176677616142655
115,100,0.5,0.7,0.8,200,0.5,0.5,30.39722358444302,25.383831906145083,5.0133916782979355
116,100,0.5,0.7,0.8,200,0.7,0.3,30.09543285616905,24.812542603953645,5.282890252215406
117,100,0.5,0.7,0.8,200,0.3,0.7,29.41496860181981,23.58067409970524,5.83429450211457
118,100,0.5,0.7,0.8,200,0.3,0.3,17.431412074208207,14.43506781919437,2.996344255013838
119,100,0.5,0.7,0.8,200,0.7,0.7,39.614323094017706,32.09434029893545,7.519982795082257
120,100,0.5,0.8,0.5,100,0.5,0.5,31.774571814369978,24.696183640110867,7.078388174259111
121,100,0.5,0.8,0.5,100,0.7,0.3,24.29322346924279,21.85916560117441,2.434057868068379
122,100,0.5,0.8,0.5,100,0.3,0.7,29.361504835077497,24.625778248774672,4.735726586302825
123,100,0.5,0.8,0.5,100,0.3,0.3,18.463520477352866,15.561432058584217,2.9020884187686473
124,100,0.5,0.8,0.5,100,0.7,0.7,45.12937595129376,34.855403348554034,10.273972602739724
125,100,0.5,0.8,0.5,200,0.5,0.5,29.531616857017788,24.84778542719567,4.683831429822117
126,100,0.5,0.8,0.5,200,0.7,0.3,30.91926105836461,24.07816294987856,6.841098108486051
127,100,0.5,0.8,0.5,200,0.3,0.7,31.993507733435173,25.7112850868818,6.282222646553372
128,100,0.5,0.8,0.5,200,0.3,0.3,17.188902663189843,14.162356260419784,3.026546402770059
129,100,0.5,0.8,0.5,200,0.7,0.7,45.327304668375426,37.17996716873542,8.147337499640003
130,100,0.5,0.8,0.6,100,0.5,0.5,30.759558781505405,24.992855918157396,5.766702863348009
131,100,0.5,0.8,0.6,100,0.7,0.3,31.302962726983115,25.15450780503345,6.148454921949664
132,100,0.5,0.8,0.6,100,0.3,0.7,31.08974358974359,25.179110105580698,5.910633484162897
133,100,0.5,0.8,0.6,100,0.3,0.3,20.12570788474703,16.653183147675648,3.4725247370713817
134,100,0.5,0.8,0.6,100,0.7,0.7,39.06030855539972,32.943743182172355,6.116565373227367
135,100,0.5,0.8,0.6,200,0.5,0.5,29.03385049365303,25.71579689703809,3.3180535966149485
136,100,0.5,0.8,0.6,200,0.7,0.3,30.59569364326918,25.326974698726367,5.268718944542812
137,100,0.5,0.8,0.6,200,0.3,0.7,28.57977790765634,23.69263310233503,4.887144805321309
138,100,0.5,0.8,0.6,200,0.3,0.3,19.68876194228307,16.110180898913292,3.578581043369777
139,100,0.5,0.8,0.6,200,0.7,0.7,43.13735955805823,34.311867844466384,8.825491713591845
140,100,0.5,0.8,0.7,100,0.5,0.5,31.713228728154103,24.66513585916571,7.048092868988395
141,100,0.5,0.8,0.7,100,0.7,0.3,23.820938455084796,19.55414394438785,4.2667945106969505
142,100,0.5,0.8,0.7,100,0.3,0.7,31.590771098967817,24.5658773527626,7.024893746205219
143,100,0.5,0.8,0.7,100,0.3,0.3,20.967741935483872,16.044513311734047,4.923228623749825
144,100,0.5,0.8,0.7,100,0.7,0.7,47.27315057330773,37.815028228857464,9.45812234445026
145,100,0.5,0.8,0.7,200,0.5,0.5,28.287899130231743,23.20938649232386,5.078512637907885
146,100,0.5,0.8,0.7,200,0.7,0.3,29.947256661415167,24.66607301869991,5.281183642715256
147,100,0.5,0.8,0.7,200,0.3,0.7,32.15300546448087,25.908925318761383,6.2440801457194866
148,100,0.5,0.8,0.7,200,0.3,0.3,18.34652153675391,14.82330194421569,3.523219592538222
149,100,0.5,0.8,0.7,200,0.7,0.7,42.25195094760312,33.51087988769148,8.74107105991164
150,100,0.5,0.8,0.8,100,0.5,0.5,30.046978570049554,24.64122530407362,5.405753265975932
151,100,0.5,0.8,0.8,100,0.7,0.3,29.03514201224125,24.56502303830548,4.470118973935769
152,100,0.5,0.8,0.8,100,0.3,0.7,32.13644524236984,24.940155595451824,7.196289646918014
153,100,0.5,0.8,0.8,100,0.3,0.3,18.682650862068968,13.914331896551724,4.768318965517244
154,100,0.5,0.8,0.8,100,0.7,0.7,41.911764705882355,32.48308172826653,9.428682977615829
155,100,0.5,0.8,0.8,200,0.5,0.5,29.635280441732053,24.153589072943912,5.481691368788141
156,100,0.5,0.8,0.8,200,0.7,0.3,32.39925109726528,25.13734998925754,7.261901108007738
157,100,0.5,0.8,0.8,200,0.3,0.7,32.13146237958058,25.013164823591367,7.118297555989216
158,100,0.5,0.8,0.8,200,0.3,0.3,18.895298024820836,15.284041251529452,3.611256773291382
159,100,0.5,0.8,0.8,200,0.7,0.7,44.8036123853211,35.367689220183486,9.435923165137616
160,100,0.6,0.5,0.5,100,0.5,0.5,25.709932123562822,25.20432192824491,0.5056101953179137
161,100,0.6,0.5,0.5,100,0.7,0.3,23.232669869595057,22.97872340425532,0.2539464653397374
162,100,0.6,0.5,0.5,100,0.3,0.7,27.60428538864828,26.7000987766887,0.9041866119595808
163,100,0.6,0.5,0.5,100,0.3,0.3,15.51383399209486,14.543129504766334,0.9707044873285272
164,100,0.6,0.5,0.5,100,0.7,0.7,36.63929939792009,36.146688560481664,0.492610837438427
165,100,0.6,0.5,0.5,200,0.5,0.5,25.65835754702554,25.536014681143904,0.1223428658816345
166,100,0.6,0.5,0.5,200,0.7,0.3,25.766567754698315,25.601714474118037,0.164853280580278
167,100,0.6,0.5,0.5,200,0.3,0.7,25.86804302317188,26.048509348155633,-0.1804663249837546
168,100,0.6,0.5,0.5,200,0.3,0.3,15.653698979591836,15.299744897959185,0.3539540816326543
169,100,0.6,0.5,0.5,200,0.7,0.7,35.05134216000264,34.93247928153993,0.118862878462707
170,100,0.6,0.5,0.6,100,0.5,0.5,29.60273077202411,27.975887864042413,1.6268429079816968
171,100,0.6,0.5,0.6,100,0.7,0.3,26.66975267821717,25.57201428382489,1.0977383943922805
172,100,0.6,0.5,0.6,100,0.3,0.7,24.520198631056232,22.943229096765535,1.576969534290697
173,100,0.6,0.5,0.6,100,0.3,0.3,14.503923766816143,13.305773542600896,1.1981502242152473
174,100,0.6,0.5,0.6,100,0.7,0.7,40.2502406159769,39.33910811677895,0.9111324991979473
175,100,0.6,0.5,0.6,200,0.5,0.5,25.96516374287228,25.226684946873153,0.738478795999125
176,100,0.6,0.5,0.6,200,0.7,0.3,25.96059435753093,25.70530863389409,0.2552857236368382
177,100,0.6,0.5,0.6,200,0.3,0.7,26.771822358346093,25.51914241960184,1.2526799387442544
178,100,0.6,0.5,0.6,200,0.3,0.3,16.07465771118574,15.65486954275381,0.4197881684319302
179,100,0.6,0.5,0.6,200,0.7,0.7,36.058919400965586,34.093914327008825,1.9650050739567604
180,100,0.6,0.5,0.7,100,0.5,0.5,23.773272652047993,23.690525444766237,0.0827472072817556
181,100,0.6,0.5,0.7,100,0.7,0.3,26.115350244036573,24.78861620952774,1.326734034508835
182,100,0.6,0.5,0.7,100,0.3,0.7,28.707857039502244,27.470698885834175,1.2371581536680658
183,100,0.6,0.5,0.7,100,0.3,0.3,16.2669980991373,14.951016230443049,1.3159818686942517
184,100,0.6,0.5,0.7,100,0.7,0.7,33.49271572655958,31.52035861038476,1.9723571161748232
185,100,0.6,0.5,0.7,200,0.5,0.5,26.59055425448868,25.367551392141557,1.2230028623471227
186,100,0.6,0.5,0.7,200,0.7,0.3,28.469706743412893,26.47000446583635,1.9997022775765425
187,100,0.6,0.5,0.7,200,0.3,0.7,24.451973572759613,23.133999661189225,1.3179739115703877
188,100,0.6,0.5,0.7,200,0.3,0.3,15.748192209003967,14.998833683228366,0.7493585257756017
189,100,0.6,0.5,0.7,200,0.7,0.7,37.93932216378139,35.80062001462956,2.1387021491518325
190,100,0.6,0.5,0.8,100,0.5,0.5,26.982248520710066,24.530853761622993,2.4513947590870693
191,100,0.6,0.5,0.8,100,0.7,0.3,27.69722655959551,26.039110714551267,1.658115845044243
192,100,0.6,0.5,0.8,100,0.3,0.7,25.08786158421195,24.51338199513382,0.5744795890781305
193,100,0.6,0.5,0.8,100,0.3,0.3,16.106182026330853,14.36033199771036,1.7458500286204934
194,100,0.6,0.5,0.8,100,0.7,0.7,35.78590492678352,31.905071052441752,3.8808338743417714
195,100,0.6,0.5,0.8,200,0.5,0.5,27.851749170101776,26.009557509210957,1.842191660890819
196,100,0.6,0.5,0.8,200,0.7,0.3,26.37282178942744,24.618050471030408,1.754771318397033
197,100,0.6,0.5,0.8,200,0.3,0.7,27.981651376146782,26.14041794087666,1.8412334352701265
198,100,0.6,0.5,0.8,200,0.3,0.3,13.735702614379086,12.806372549019606,0.9293300653594798
199,100,0.6,0.5,0.8,200,0.7,0.7,35.46735764393604,32.95835176641598,2.5090058775200603
200,100,0.6,0.6,0.5,100,0.5,0.5,29.64771322620519,26.80469715698393,2.8430160692212603
201,100,0.6,0.6,0.5,100,0.7,0.3,28.082448469706435,25.590256089943782,2.492192379762649
202,100,0.6,0.6,0.5,100,0.3,0.7,23.55810172640706,21.59170085933266,1.9664008670743984
203,100,0.6,0.6,0.5,100,0.3,0.3,16.262368337057133,15.283540802213002,0.9788275348441308
204,100,0.6,0.6,0.5,100,0.7,0.7,37.85067873303167,35.19230769230769,2.658371040723978
205,100,0.6,0.6,0.5,200,0.5,0.5,27.73144411562491,26.45801572355245,1.2734283920724645
206,100,0.6,0.6,0.5,200,0.7,0.3,25.099499293875976,23.398382334060855,1.7011169598151206
207,100,0.6,0.6,0.5,200,0.3,0.7,27.44563068406485,25.51601423487545,1.9296164491894032
208,100,0.6,0.6,0.5,200,0.3,0.3,15.602251407129456,14.52157598499062,1.080675422138837
209,100,0.6,0.6,0.5,200,0.7,0.7,36.8528254108062,34.01227601772591,2.8405493930802876
210,100,0.6,0.6,0.6,100,0.5,0.5,27.611530542210023,25.0308853809197,2.580645161290324
211,100,0.6,0.6,0.6,100,0.7,0.3,25.440027975288498,23.126238489334423,2.3137894859540715
212,100,0.6,0.6,0.6,100,0.3,0.7,26.215106305557,24.55684358267921,1.6582627228777902
213,100,0.6,0.6,0.6,100,0.3,0.3,16.072806791870338,14.632107023411372,1.4406997684589662
214,100,0.6,0.6,0.6,100,0.7,0.7,39.55566588060072,34.60965619957801,4.9460096810227085
215,100,0.6,0.6,0.6,200,0.5,0.5,29.040759594209177,26.40167515072746,2.6390844434817176
216,100,0.6,0.6,0.6,200,0.7,0.3,28.27572611381259,25.30227362334078,2.973452490471807
217,100,0.6,0.6,0.6,200,0.3,0.7,25.54335928948932,22.797635800731776,2.745723488757545
218,100,0.6,0.6,0.6,200,0.3,0.3,17.559803614331976,16.344580243044675,1.2152233712873013
219,100,0.6,0.6,0.6,200,0.7,0.7,37.24025215970114,34.13495213635302,3.1053000233481214
220,100,0.6,0.6,0.7,100,0.5,0.5,24.331991818961537,21.692947153130568,2.6390446658309656
221,100,0.6,0.6,0.7,100,0.7,0.3,33.018815563079315,29.93284120552811,3.085974357551205
222,100,0.6,0.6,0.7,100,0.3,0.7,26.04575163398693,23.15359477124183,2.8921568627451
223,100,0.6,0.6,0.7,100,0.3,0.3,16.25079465988557,13.668150031786396,2.5826446280991764
224,100,0.6,0.6,0.7,100,0.7,0.7,39.790430781172034,35.338470920884845,4.4519598602871895
225,100,0.6,0.6,0.7,200,0.5,0.5,29.017639788771955,25.53462417137935,3.4830156173926063
226,100,0.6,0.6,0.7,200,0.7,0.3,28.830978867546865,26.12494707263559,2.706031794911276
227,100,0.6,0.6,0.7,200,0.3,0.7,29.16619009493309,25.734873613176255,3.4313164817568307
228,100,0.6,0.6,0.7,200,0.3,0.3,16.464759700574984,14.295013199291215,2.169746501283768
229,100,0.6,0.6,0.7,200,0.7,0.7,39.59838373943921,35.190400391820745,4.407983347618462
230,100,0.6,0.6,0.8,100,0.5,0.5,27.18132854578097,24.74685816876122,2.4344703770197498
231,100,0.6,0.6,0.8,100,0.7,0.3,26.91337258200168,23.53238015138772,3.380992430613962
232,100,0.6,0.6,0.8,100,0.3,0.7,29.846207824103853,25.39032805099117,4.4558797731126845
233,100,0.6,0.6,0.8,100,0.3,0.3,17.259543877045118,13.912989588497767,3.3465542885473507
234,100,0.6,0.6,0.8,100,0.7,0.7,40.25841816758027,33.680501174628034,6.5779169929522325
235,100,0.6,0.6,0.8,200,0.5,0.5,28.709628506444275,24.827899924184987,3.8817285822592886
236,100,0.6,0.6,0.8,200,0.7,0.3,29.463051568314725,25.72390572390572,3.7391458444090055
237,100,0.6,0.6,0.8,200,0.3,0.7,26.506507123912908,22.824276814901623,3.6822303090112847
238,100,0.6,0.6,0.8,200,0.3,0.3,17.469494568359554,14.940814898213798,2.528679670145756
239,100,0.6,0.6,0.8,200,0.7,0.7,42.02445028580966,36.65456669587349,5.369883589936165
240,100,0.6,0.7,0.5,100,0.5,0.5,31.136036468330136,26.15163147792706,4.984404990403075
241,100,0.6,0.7,0.5,100,0.7,0.3,25.18977227327207,21.664003196164604,3.5257690771074657
242,100,0.6,0.7,0.5,100,0.3,0.7,30.620388084176003,26.76141022137196,3.858977862804043
243,100,0.6,0.7,0.5,100,0.3,0.3,15.175444619927214,13.980635857996294,1.1948087619309202
244,100,0.6,0.7,0.5,100,0.7,0.7,41.35253951922178,36.85342811710785,4.499111402113925
245,100,0.6,0.7,0.5,200,0.5,0.5,27.544467989468952,23.31599563346818,4.228472356000772
246,100,0.6,0.7,0.5,200,0.7,0.3,28.62201537838931,25.0,3.622015378389314
247,100,0.6,0.7,0.5,200,0.3,0.7,29.67704204301774,26.525440249528888,3.151601793488851
248,100,0.6,0.7,0.5,200,0.3,0.3,17.27091438098663,14.82559089868907,2.4453234822975585
249,100,0.6,0.7,0.5,200,0.7,0.7,45.22879669884312,38.43121361727213,6.797583081570991
250,100,0.6,0.7,0.6,100,0.5,0.5,31.544677178944063,26.28853847964227,5.256138699301793
251,100,0.6,0.7,0.6,100,0.7,0.3,25.46744036105738,22.444301167705422,3.0231391933519554
252,100,0.6,0.7,0.6,100,0.3,0.7,31.26654314452091,26.733721545791425,4.5328215987294875
253,100,0.6,0.7,0.6,100,0.3,0.3,16.634657999704537,13.25897473777515,3.375683261929387
254,100,0.6,0.7,0.6,100,0.7,0.7,41.78223664797875,36.61257007966952,5.169666568309232
255,100,0.6,0.7,0.6,200,0.5,0.5,31.957057492994835,26.45082880388913,5.506228689105704
256,100,0.6,0.7,0.6,200,0.7,0.3,29.319498906895237,24.579241419995142,4.740257486900095
257,100,0.6,0.7,0.6,200,0.3,0.7,30.41942753355084,26.302512529010123,4.116915004540719
258,100,0.6,0.7,0.6,200,0.3,0.3,16.936436484372503,14.203620342879034,2.732816141493469
259,100,0.6,0.7,0.6,200,0.7,0.7,42.4861807430261,36.2171658739341,6.269014869091997
260,100,0.6,0.7,0.7,100,0.5,0.5,29.465467054776397,25.13892564170415,4.3265414130722455
261,100,0.6,0.7,0.7,100,0.7,0.3,29.51456310679611,24.72260748959778,4.791955617198333
262,100,0.6,0.7,0.7,100,0.3,0.7,27.59720348338035,21.6239421071998,5.973261376180549
263,100,0.6,0.7,0.7,100,0.3,0.3,16.939655172413794,14.511494252873565,2.4281609195402307
264,100,0.6,0.7,0.7,100,0.7,0.7,41.79519595448799,35.73324905183312,6.061946902654867
265,100,0.6,0.7,0.7,200,0.5,0.5,28.212145356289188,23.532060830706342,4.680084525582846
266,100,0.6,0.7,0.7,200,0.7,0.3,29.559270516717323,25.181526511313745,4.377744005403578
267,100,0.6,0.7,0.7,200,0.3,0.7,32.12855955887907,27.279250698693257,4.849308860185815
268,100,0.6,0.7,0.7,200,0.3,0.3,17.949927119951987,14.21160936294264,3.738317757009346
269,100,0.6,0.7,0.7,200,0.7,0.7,42.0096759330364,34.98310551374597,7.0265704192904295
270,100,0.6,0.7,0.8,100,0.5,0.5,31.654483865216616,26.074166518095915,5.580317347120701
271,100,0.6,0.7,0.8,100,0.7,0.3,28.28024270003792,23.558968524838832,4.721274175199088
272,100,0.6,0.7,0.8,100,0.3,0.7,29.48377410786465,23.842245062940293,5.641529044924358
